,TARGET,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_WORK_PHONE,REGION_RATING_CLIENT,HOUR_APPR_PROCESS_START
101123,0,0,54000,188685,8122.5,157500,0.028663,-20266,365243,-12091,-3536,0,2,8
101124,0,0,103500,848745,37516.5,675000,0.02461,-21647,-4572,-10274,-5178,0,2,14
101127,1,0,211500,835380,45445.5,675000,0.004849,-16492,-2128,-3538,-35,0,2,15
101129,0,0,207000,1006920,37444.5,900000,0.072508,-23282,365243,-13912,-4822,0,1,14
101141,0,2,139500,135000,10795.5,135000,0.026392,-16496,-628,-6297,-42,1,2,11
101142,1,2,135000,312768,17095.5,270000,0.035792,-11006,-425,-5014,-1500,0,2,10
101143,0,1,112500,1006920,42790.5,900000,0.00733,-10265,-3404,-9322,-2155,0,2,12
101144,0,0,90000,263686.5,28525.5,238500,0.025164,-18033,-4805,-5096,-1579,0,2,11
101145,0,2,315000,840951,35761.5,679500,0.003818,-13336,-2143,-1047,-1377,0,2,8
101146,0,0,38700,143910,15241.5,135000,0.035792,-22427,365243,-11112,-4134,0,2,13
101147,1,2,315000,1165500,34209,1165500,0.018209,-12102,-1904,-1481,-3708,0,3,12
101163,0,0,135000,1661418,66019.5,1485000,0.0228,-16745,-657,-4629,-289,0,2,9
101164,0,1,315000,450000,27324,450000,0.032561,-10334,-209,-10161,-1545,0,1,12
101165,1,0,157500,225000,11250,225000,0.02461,-19862,365243,-6287,-1768,0,2,12
101166,0,0,157500,180000,9000,180000,0.020713,-10076,-558,-3771,-2748,0,3,12
101195,0,0,90000,161730,7254,135000,0.020246,-20891,-2666,-720,-4423,0,3,12
101196,0,0,225000,549000,15228,549000,0.010276,-8145,-967,-8126,-622,0,2,12
101197,1,0,144000,314100,16443,225000,0.028663,-10188,-766,-832,-2231,0,2,16
101199,0,0,252000,314100,21375,225000,0.019101,-10792,-1260,-4906,-3441,0,2,9
101201,1,2,99000,180000,14562,180000,0.010643,-12676,-643,-10103,-1638,0,2,13
101229,0,0,135000,900000,29164.5,900000,0.020246,-9127,-556,-3856,-1718,1,3,18
101230,0,1,292500,1288350,37800,1125000,0.030755,-11699,-3094,-244,-4345,0,2,11
101231,1,0,360000,343800,16852.5,225000,0.016612,-14073,-900,-8214,-3811,0,2,16
101232,0,1,189000,1288350,37800,1125000,0.006671,-13273,-6480,-4053,-4053,0,2,18
101240,0,0,180000,1288350,37669.5,1125000,0.025164,-18983,-7671,-5620,-2532,0,2,16
101241,0,3,180000,450000,21109.5,450000,0.032561,-11729,-489,-11729,-3133,0,1,12
101242,0,1,112500,254700,27153,225000,0.019101,-16255,-1433,-1884,-4654,0,2,17
101245,1,1,112500,314100,19215,225000,0.006305,-8402,-570,-2736,-803,0,3,5
101276,0,1,112500,225000,17775,225000,0.018634,-11213,-548,-3096,-3124,1,2,19
101277,1,0,225000,729792,43587,630000,0.022625,-15930,-284,-2526,-3709,0,2,13
101278,0,0,135000,582804,24822,463500,0.02461,-19504,-3416,-4895,-3032,0,2,11
101284,0,0,112500,260640,24034.5,225000,0.019101,-15347,-1293,-8002,-4605,0,2,14
101285,0,0,76500,397881,15129,328500,0.00496,-21172,365243,-1161,-4482,0,2,15
101286,1,0,202500,579942,37192.5,495000,0.011657,-12165,-965,-4712,-3951,0,1,12
101288,0,0,126000,315000,15448.5,315000,0.028663,-19104,-2598,-7699,-2526,0,2,15
101289,0,0,112500,1133748,33277.5,990000,0.020713,-19459,-843,-9561,-2895,0,3,6
101290,0,0,169137,675000,25839,675000,0.008019,-10850,-501,-10125,-3384,1,2,11
101291,1,0,180000,521280,22216.5,450000,0.010006,-20975,-676,-1335,-4220,0,2,15
101293,0,0,180000,1024740,49428,900000,0.010643,-16677,-10061,-4871,-203,0,2,11
101295,0,0,112500,297130.5,18085.5,256500,0.009549,-16627,-9696,-10053,-134,0,2,13
101298,0,0,112500,1546020,42642,1350000,0.00712,-16071,-9257,-8381,-4164,1,2,9
101300,1,0,81000,808650,31333.5,675000,0.005313,-16333,-2631,-8396,-4317,1,2,14
101302,0,0,202500,305955,36441,283500,0.018634,-9722,-966,-4348,-1845,0,2,14
101326,0,0,90000,808650,23773.5,675000,0.035792,-23352,365243,-2823,-4883,0,2,12
101328,0,0,202500,540000,25978.5,540000,0.026392,-20063,-1907,-8469,-3619,0,2,14
101330,1,0,270000,180000,9000,180000,0.006629,-15061,-1873,-2614,-1789,1,2,7
101339,0,0,292500,751500,20794.5,751500,0.015221,-9672,-1252,-4528,-2306,1,2,9
101340,1,1,135000,148500,15993,148500,0.015221,-11025,-1746,-1725,-111,0,2,12
101359,0,0,112500,180000,9000,180000,0.0105,-9533,-1183,-1435,-2202,0,3,12
101360,1,0,46948.5,269550,11871,225000,0.018029,-21167,365243,-3213,-4531,0,3,10
101361,0,0,112500,135000,6750,135000,0.018801,-9808,-1351,-3741,-2467,1,2,10
101364,0,0,180000,1288350,37800,1125000,0.007114,-20385,365243,-755,-2106,0,2,16
101369,0,1,171000,301464,23949,238500,0.010147,-10361,-623,-1497,-3039,0,2,9
101370,0,0,135000,1256400,44644.5,900000,0.030755,-12083,-623,-2558,-4314,0,2,10
101371,0,1,315000,1024636.5,33993,918000,0.035792,-18461,-832,-6085,-1974,0,2,11
101372,0,0,225000,127350,12726,112500,0.019101,-13418,-6589,-1520,-4084,0,2,12
101373,1,0,175500,550980,40221,450000,0.020713,-16476,-2514,-8464,-29,0,3,9
101381,0,0,130500,505665,19192.5,355500,0.008625,-19275,-2376,-13401,-2796,0,2,12
101382,1,0,153000,432661.5,23598,373500,0.0105,-8757,-751,-1195,-1206,0,3,13
101405,0,0,270000,285723,22239,238500,0.016612,-11686,-2753,-2432,-3437,0,2,18
101406,1,0,87750,454500,14661,454500,0.01885,-14441,-2286,-89,-1042,1,2,12
101407,0,1,135000,450000,47385,450000,0.016612,-12170,-177,-6233,-1736,1,2,16
101408,0,0,180000,746271,29727,603000,0.004849,-15926,-2729,-7843,-3255,0,2,15
101409,0,0,180000,1381113,36562.5,1206000,0.030755,-15053,-1013,-9062,-3962,0,2,16
101410,0,1,126000,269550,19170,225000,0.010276,-12821,-3349,-6474,-4443,1,2,15
101411,0,0,112500,199008,19683,180000,0.009334,-18909,365243,-4604,-2407,0,2,17
101419,0,2,126000,425133,13018.5,351000,0.035792,-17243,365243,-777,-796,0,2,8
101420,1,2,180000,972000,28417.5,972000,0.007274,-15124,-775,-5469,-2700,1,2,12
101442,0,0,36000,900000,26311.5,900000,0.01885,-20395,365243,-6067,-3908,0,2,11
101443,0,1,90000,536917.5,21685.5,463500,0.010147,-12034,-980,-5029,-3046,0,2,17
101444,1,0,99000,810000,34317,810000,0.01885,-10164,-629,-9196,-858,0,2,13
101456,0,0,112500,382500,25033.5,382500,0.018801,-16496,-1544,-4935,-3,0,2,12
101457,0,0,180000,156384,16969.5,135000,0.003069,-18435,-1120,-10931,-1964,0,3,10
101458,1,0,202500,479637,38025,396000,0.003122,-9006,-1404,-2946,-1681,0,3,17
101459,0,0,112500,971280,54364.5,900000,0.00963,-17512,-2643,-8424,-1061,0,2,13
101473,0,2,67500,508495.5,21541.5,454500,0.028663,-13465,-4085,-6714,-4091,1,2,8
101474,1,1,225000,576072,26986.5,405000,0.04622,-13251,-845,-4294,-338,0,1,14
101483,0,0,157500,640080,20227.5,450000,0.01885,-16660,-1831,-1765,-155,0,2,16
101484,1,1,135000,645048,35122.5,513000,0.018029,-14492,-2357,-755,-2699,0,3,11
101491,0,1,135000,291384,20853,270000,0.020713,-13969,-7329,-3431,-4635,0,3,12
101495,1,0,81000,450000,27193.5,450000,0.02461,-15138,-717,-8515,-4203,0,2,11
101514,0,0,126000,391090.5,23760,297000,0.020246,-18424,-1545,-1007,-1976,0,3,9
101515,1,2,112500,152820,11205,135000,0.026392,-10323,-2342,-1794,-1886,1,2,9
101516,1,0,90000,390447,18333,274500,0.020713,-10072,-1461,-1769,-2743,0,3,10
101517,0,0,270000,1080000,38790,1080000,0.005144,-17678,-5150,-356,-1204,1,2,9
101518,0,2,126000,900000,32017.5,900000,0.018209,-10629,-409,-949,-3254,0,3,11
101529,0,0,225000,1288350,37800,1125000,0.003122,-20276,365243,-10405,-2885,0,3,14
101530,0,0,157500,180000,9000,180000,0.018634,-13581,-1186,-7584,-4455,0,2,10
101531,1,2,90000,675000,32602.5,675000,0.015221,-13357,-4685,-590,-4109,0,2,13
101532,0,1,225000,152820,16587,135000,0.030755,-14814,-630,-9081,-3649,0,2,11
101533,0,1,157500,1078200,34911,900000,0.008474,-15912,-1290,-464,-4213,0,2,16
101534,0,0,108000,431280,18270,360000,0.00712,-21780,-1179,-7233,-4217,1,2,17
101535,0,2,405000,810000,29092.5,810000,0.04622,-11710,-4011,-5422,-3024,1,1,16
101536,0,0,198000,735579,32530.5,585000,0.031329,-20068,-11781,-1481,-3326,0,2,8
101537,0,0,90000,545040,26509.5,450000,0.015221,-14012,-1270,-7585,-4672,1,2,16
101538,1,2,112500,864000,25393.5,864000,0.028663,-11922,-1868,-1465,-4580,0,2,10
101539,0,0,180000,247500,12766.5,247500,0.00496,-14386,-4690,-8341,-4572,0,2,13
101540,0,0,135000,247500,12375,247500,0.005313,-10902,-2134,-614,-113,0,2,15
101541,1,0,202500,1170000,46525.5,1170000,0.072508,-14317,-1932,-4662,-4850,1,1,19
101558,0,0,202500,972000,27292.5,972000,0.018801,-15628,-3820,-404,-5954,1,2,6
101559,1,0,292500,835380,45445.5,675000,0.04622,-9900,-91,-4759,-1546,0,1,19
101560,0,0,135000,343800,16155,225000,0.011657,-16536,-378,-499,-85,0,1,12
101561,0,0,67500,102384,4770,81000,0.019101,-10647,-429,-777,-1621,0,2,10
101562,0,1,157500,545040,25537.5,450000,0.010147,-17040,-1334,-4845,-459,0,2,13
101563,0,2,112500,495000,21100.5,495000,0.01452,-14620,-7536,-4950,-5426,0,2,13
101564,1,0,112500,417024,18369,360000,0.028663,-9912,-1268,-1348,-1397,1,2,11
101565,0,0,112500,180000,14058,180000,0.019101,-22423,365243,-1568,-4622,0,2,14
101571,0,0,72450,107820,5314.5,90000,0.031329,-22362,365243,-7647,-4469,0,2,11
101573,0,1,112500,521280,28408.5,450000,0.019101,-11559,-309,-1284,-4239,0,2,11
101574,1,0,202500,450000,23562,450000,0.028663,-18388,365243,-2850,-1936,0,2,11
101575,1,0,112500,337500,16875,337500,0.018801,-21740,365243,-4521,-4527,0,2,6
101576,0,1,90000,142200,6759,112500,0.019101,-15489,-1408,-6101,-4051,0,2,10
101611,0,0,51750,229230,12798,202500,0.018209,-21982,365243,-2117,-4981,0,3,13
101612,0,0,81000,445086,21541.5,333000,0.02461,-22123,365243,-1971,-5472,0,2,10
101613,0,0,126000,518562,37008,463500,0.035792,-21951,365243,-3046,-3065,0,2,13
101615,0,0,225000,450000,53536.5,450000,0.020246,-12358,-3163,-6506,-4837,1,3,17
101617,1,1,112500,107820,8775,90000,0.020713,-11238,-382,-214,-3708,0,3,13
101618,0,1,189000,604413,24394.5,459000,0.016612,-14194,-4714,-8231,-3969,0,2,14
101645,0,1,180000,582768,29731.5,540000,0.035792,-14371,-841,-1100,-5010,0,2,15
101646,1,1,247500,675000,49248,675000,0.019101,-15753,-2882,-5273,-4554,0,2,11
101647,0,0,360000,810000,40500,810000,0.072508,-18405,-1660,-55,-1923,0,1,13
101703,0,1,202500,942300,30528,675000,0.016612,-13398,-240,-3011,-4301,0,2,11
101704,0,0,157500,1125000,36423,1125000,0.025164,-15811,-4044,-8279,-4570,0,2,11
101705,1,0,675000,270000,13500,270000,0.008625,-17188,-3203,-5678,-728,0,2,12
101719,0,1,139500,640080,24129,450000,0.02461,-13960,-2319,-986,-1885,0,2,15
101720,0,0,112500,450000,21888,450000,0.007274,-21363,365243,-7274,-4910,0,2,12
101721,1,0,175500,385749,23440.5,333000,0.016612,-16835,-5109,-2739,-384,0,2,14
101722,0,1,202500,545040,25537.5,450000,0.016612,-11893,-915,-67,-3622,0,2,9
101723,1,1,135000,447768,29920.5,405000,0.002134,-9207,-1252,-3311,-1667,0,3,8
101724,0,0,126000,273636,28863,247500,0.011657,-18910,-771,-7617,-880,0,1,17
101725,0,0,360000,203760,20281.5,180000,0.032561,-12458,-997,-10532,-1417,0,1,12
101726,0,0,157500,943425,30433.5,787500,0.010966,-17805,-6245,-8386,-1345,0,2,13
101727,0,0,67500,135000,6750,135000,0.020713,-7979,-1130,-4865,-609,0,3,10
101729,0,0,126000,339241.5,12312,238500,0.030755,-16273,-2362,-6992,-2047,0,2,11
101730,1,2,90000,450000,19066.5,450000,0.031329,-13840,-2067,-3467,-857,0,2,15
101769,0,0,1080000,180000,9000,180000,0.072508,-13633,-5536,-3,-4971,0,1,13
101770,0,0,112500,1080000,38394,1080000,0.01452,-16636,-7679,-4397,-181,0,2,9
101771,0,0,157500,479974.5,26167.5,364500,0.035792,-22885,-2769,-70,-4782,0,2,12
101772,1,0,76500,119925,12285,112500,0.026392,-22856,365243,-11227,-4639,0,2,13
101773,0,0,180000,135000,16020,135000,0.010006,-14153,-180,-190,-4871,0,2,15
101793,0,0,247500,284256,28111.5,270000,0.04622,-13723,-2092,-7802,-4699,1,1,10
101794,0,1,112500,95940,10462.5,90000,0.04622,-12912,-4533,-7062,-4514,1,1,12
101795,0,2,405000,900000,26316,900000,0.035792,-14026,-802,-6894,-3985,1,2,8
101796,1,1,121500,270000,18396,270000,0.018209,-11795,-3070,-3026,-4005,1,3,9
101800,0,0,112500,485190,23341.5,405000,0.019101,-22633,365243,-3096,-4403,0,2,15
101801,0,0,180000,1057266,43632,945000,0.022625,-14063,-3456,-5990,-4783,0,2,14
101802,0,0,225000,1102171.5,46827,945000,0.032561,-16471,-3072,-9093,-16,0,1,16
101803,1,0,157500,225000,17905.5,225000,0.028663,-8075,-902,-2577,-767,0,2,10
101804,0,2,90000,180000,9000,180000,0.020246,-12176,-123,-825,-4574,0,3,7
101805,1,0,135000,450000,22018.5,450000,0.019101,-15308,-3571,-124,-4881,0,2,14
101806,0,1,112500,302076,27832.5,270000,0.018634,-12229,-2524,-10404,-4508,0,2,18
101838,0,0,67500,1133748,33277.5,990000,0.011703,-15312,-3184,-9366,-4219,0,2,15
101839,0,0,630000,562500,26064,562500,0.020713,-12141,-3511,-336,-3722,1,3,13
101840,0,1,76500,161730,8388,135000,0.031329,-11755,-327,-4439,-2834,0,2,13
101841,0,0,315000,1774039.5,73341,1656000,0.007114,-18442,-8236,-4428,-1997,0,2,14
101842,1,0,112500,1061599.5,31171.5,927000,0.00712,-22025,365243,-8414,-4439,0,2,9
101843,0,0,234135,1288350,35428.5,1125000,0.072508,-12593,-2338,-1967,-4451,1,1,10
101844,0,0,76500,71955,7137,67500,0.025164,-24132,365243,-12759,-4062,0,2,14
101857,0,0,720000,1125000,44617.5,1125000,0.04622,-21630,-1059,-13,-1726,1,1,11
101858,0,0,292500,777024,41526,720000,0.04622,-17890,-9888,-9636,-1443,0,1,12
101859,1,0,220500,450000,24543,450000,0.028663,-12022,-152,-6043,-4166,0,2,13
101860,0,0,67500,140746.5,11020.5,121500,0.031329,-17471,-2486,-4486,-1005,0,2,11
101861,0,1,112500,640080,24129,450000,0.02461,-15745,-3881,-4543,-1914,1,2,12
101862,0,0,180000,1096020,55962,900000,0.02461,-15326,-168,-8493,-5227,1,2,14
101864,0,0,112500,225000,24232.5,225000,0.018801,-10053,-2228,-902,-2701,1,2,7
101865,0,0,247500,1800000,49500,1800000,0.04622,-21294,-9568,-6506,-4847,1,1,9
101866,0,0,180000,1609272,46251,1260000,0.035792,-12295,-754,-5305,-2749,0,2,17
101868,0,0,225000,1180341,39136.5,1057500,0.016612,-21918,365243,-5078,-5140,0,2,11
101869,0,2,112500,450000,22977,450000,0.01885,-12418,-732,-880,-3918,1,2,11
101871,1,0,202500,675000,32472,675000,0.019101,-10152,-2585,-1323,-2393,1,2,13
101872,0,1,270000,1125000,33025.5,1125000,0.020713,-18138,-4924,-6910,-1487,0,3,13
101874,1,0,135000,284400,13963.5,225000,0.002042,-20752,365243,-2887,-2547,0,3,15
101875,0,1,157500,521280,31630.5,450000,0.00823,-13006,-909,-4435,-2698,0,2,11
101876,0,0,135000,284400,16456.5,225000,0.016612,-23957,-12545,-14019,-4608,0,2,14
101883,1,1,157500,451804.5,35824.5,369000,0.02461,-13795,-660,-5509,-2706,0,2,11
101884,0,0,292500,1224198,35923.5,958500,0.072508,-19898,-4487,-10080,-2765,0,1,15
101885,0,0,139500,640080,29970,450000,0.010643,-19279,-809,-4283,-2764,0,2,11
101886,0,0,90000,562491,23962.5,454500,0.007114,-13832,-6228,-743,-4235,0,2,10
101924,0,0,67500,135000,6750,135000,0.009549,-23371,365243,-10018,-4738,0,2,15
101925,0,0,90000,254700,14751,225000,0.018634,-24122,365243,-14316,-3512,0,2,16
101926,0,0,90000,254700,24939,225000,0.010147,-24612,365243,-6850,-4457,0,2,16
101927,0,0,67500,900000,26446.5,900000,0.015221,-19097,-4076,-4168,-2649,0,2,15
101928,0,2,67500,225000,16303.5,225000,0.010966,-10457,-679,-924,-2341,1,2,8
101929,1,0,697500,450000,22500,450000,0.04622,-23299,-2550,-2591,-103,0,1,17
101930,0,1,180000,313438.5,33885,283500,0.020246,-9535,-565,-3985,-1862,0,3,9
101948,0,0,157500,369000,26869.5,369000,0.04622,-20070,-1606,-8002,-3539,0,1,11
101949,0,0,180000,473760,53712,450000,0.00963,-15441,-2679,-7762,-4500,0,2,16
101950,1,0,112500,552555,19975.5,477000,0.020246,-21179,365243,-9269,-4740,0,3,8
101964,0,1,360000,1259626.5,53500.5,1080000,0.032561,-14415,-2961,-7108,-4555,0,1,11
101965,0,0,25650,158148,5809.5,103500,0.01885,-17813,-2738,-11902,-3,0,2,8
101966,0,0,112500,180000,17662.5,180000,0.009334,-15367,-180,-1577,-3943,0,2,13
101967,0,0,202500,1321020,35424,1125000,0.018801,-22789,365243,-1306,-4129,0,2,8
101968,0,1,247500,1237500,83034,1237500,0.032561,-14111,-1564,-8189,-5017,1,1,9
101969,0,1,121500,448056,21919.5,315000,0.007114,-13768,-5285,-5434,-4548,0,2,11
101970,1,0,315000,661702.5,48280.5,598500,0.035792,-9088,-2026,-3750,-1762,0,2,16
101972,0,0,315000,270000,13500,270000,0.026392,-15918,-2013,-9997,-1905,0,2,13
101973,0,0,90000,180000,8752.5,180000,0.010276,-8334,-679,-2235,-1003,0,2,9
101974,0,0,157500,715765.5,68089.5,688500,0.010032,-20342,365243,-5049,-3614,0,2,9
101978,0,1,112500,349609.5,21253.5,265500,0.006207,-16393,-973,-3427,-5016,0,2,11
101979,0,0,67500,180000,9000,180000,0.032561,-12477,-4934,-5354,-4305,0,1,16
101980,1,0,135000,508495.5,26091,454500,0.006305,-10581,-405,-2953,-3269,1,3,12
101981,1,0,450000,539100,29376,450000,0.00823,-13274,-2041,-4436,-4867,0,2,13
101982,0,0,315000,965340,99045,900000,0.011657,-12051,-2286,-181,-4206,0,1,9
101983,1,0,76500,119925,13657.5,112500,0.030755,-8633,-1333,-3486,-1303,1,2,13
101984,0,0,112500,521280,31630.5,450000,0.010643,-14986,-1090,-1677,-2653,0,2,14
101985,0,0,306000,881055,40954.5,787500,0.010032,-16982,-3651,-9148,-530,0,2,16
101986,0,0,135000,808650,31333.5,675000,0.010556,-10878,-1912,-225,-3424,0,3,18
101987,0,0,135000,381528,25627.5,315000,0.003069,-9270,-613,-1922,-1926,0,3,12
101988,1,0,135000,808650,24732,675000,0.018634,-17425,-2646,-3794,-941,0,2,14
101989,0,0,67500,148500,9621,148500,0.031329,-19698,365243,-7704,-3238,0,2,9
101998,0,0,171000,180000,9000,180000,0.009175,-7835,-484,-7196,-495,0,2,14
101999,0,0,76500,284400,19003.5,225000,0.020713,-12589,-2085,-389,-3666,1,3,13
102000,0,0,112500,202500,10125,202500,0.035792,-18221,365243,-718,-719,0,2,10
102001,0,1,99000,808650,26217,675000,0.030755,-11196,-2991,-5528,-1098,0,2,11
102003,1,0,126000,835380,40320,675000,0.016612,-8474,-622,-8474,-1140,0,2,11
102004,0,1,135000,202500,20025,202500,0.031329,-13614,-4539,-4812,-4874,0,2,14
102006,0,2,112500,254700,16713,225000,0.02461,-12979,-5095,-6624,-4131,1,2,14
102014,0,1,135000,867951,25506,724500,0.006207,-11257,-948,-1105,-3906,0,2,11
102015,0,0,1935000,269550,10534.5,225000,0.007114,-18636,365243,-3401,-2168,0,2,11
102016,0,0,121500,675000,32602.5,675000,0.01452,-17916,-554,-1814,-1463,0,2,15
102018,0,1,157500,718749,42930,666000,0.00702,-16862,-3870,-1488,-386,0,2,10
102020,1,1,81000,755190,36459,675000,0.010643,-19085,-5374,-10424,-2618,0,2,15
102021,0,0,157500,1104997.5,36648,990000,0.018801,-19229,-3045,-6475,-2738,0,2,9
102022,0,0,135000,1546020,42642,1350000,0.0105,-20683,-2816,-2159,-3999,0,3,14
102023,0,0,135000,1125000,33025.5,1125000,0.006296,-21147,365243,-3505,-1049,0,3,15
102024,1,0,130500,292500,18022.5,292500,0.028663,-14646,-3620,-4118,-4118,0,2,8
102025,1,0,135000,117162,12748.5,103500,0.018029,-9108,-1149,-3983,-1124,0,3,5
102026,0,3,135000,343800,16852.5,225000,0.04622,-15641,-8680,-4237,-1667,0,1,11
102027,0,1,76500,130500,12843,130500,0.015221,-14495,-2355,-1885,-4502,0,2,11
102028,1,0,126000,450000,30204,450000,0.028663,-11410,-688,-280,-1694,0,2,8
102030,0,1,67500,545040,20677.5,450000,0.01452,-17165,-2260,-2859,-721,1,2,7
102031,1,0,135000,808650,24732,675000,0.022625,-18471,-1857,-8344,-926,0,2,13
102045,0,0,247500,521280,35392.5,450000,0.030755,-14877,-303,-19,-4732,0,2,14
102049,0,1,112500,986553,28975.5,823500,0.019689,-18871,-3282,-10511,-2409,0,2,14
102050,0,0,171000,1436850,39640.5,1125000,0.00823,-16376,-1209,-7366,-4013,1,2,16
102053,1,0,157500,720000,30636,720000,0.01452,-21383,365243,-6520,-3746,0,2,8
102055,0,0,76675.5,123993,5382,103500,0.010966,-23235,365243,-10873,-4044,0,2,12
102065,0,0,121500,720000,36760.5,720000,0.030755,-19003,-1445,-5012,-2559,1,2,14
102066,0,0,157500,112500,5602.5,112500,0.01452,-8098,-1037,-3289,-741,0,2,11
102069,0,1,65250,594000,19291.5,594000,0.015221,-13738,-244,-1949,-4382,0,2,12
102071,0,0,270000,1236816,35577,1080000,0.016612,-14534,-600,-989,-2542,0,2,10
102072,0,2,99000,523597.5,22311,468000,0.031329,-14897,-7771,-1092,-4892,0,2,15
102073,1,0,247500,675000,53460,675000,0.028663,-18276,-8862,-10855,-1824,0,2,14
102074,0,1,225000,545040,36553.5,450000,0.025164,-13523,-1175,-1013,-4270,0,2,10
102075,0,0,135000,247275,19548,225000,0.022625,-9194,-771,-3974,-1837,0,2,18
102081,0,1,81000,270000,21024,270000,0.018209,-11582,-154,-1433,-3619,0,3,6
102082,0,1,180000,269550,14751,225000,0.025164,-15422,-1073,-663,-452,0,2,8
102083,1,0,157500,506889,40176,418500,0.035792,-15942,-1748,-2417,-2422,0,2,16
102084,0,3,112500,239850,28593,225000,0.035792,-12936,-2665,-94,-3782,0,2,14
102085,0,1,256500,728460,40806,675000,0.01885,-21888,365243,-10486,-4387,0,2,12
102108,0,1,315000,1288350,37800,1125000,0.072508,-15919,-3085,-1869,-1893,0,1,15
102109,0,2,148500,675000,46980,675000,0.0105,-12765,-1374,-5099,-2054,0,3,14
102110,0,0,135000,225000,8082,225000,0.019101,-16107,-607,-7298,-4093,0,2,9
102111,0,0,270000,1339884,36976.5,1170000,0.072508,-17998,-1127,-5521,-1508,0,1,15
102114,1,2,90000,781920,25969.5,675000,0.018029,-14510,-7648,-202,-4280,1,3,7
102115,0,0,247500,450000,42642,450000,0.010006,-15209,-7685,-7427,-159,1,2,14
102116,0,0,405000,1705500,53680.5,1705500,0.072508,-17231,-1344,-10937,-774,1,1,11
102120,0,0,105750,1042560,34587,900000,0.008068,-21282,365243,-3084,-4501,0,3,8
102121,0,2,135000,191880,19791,180000,0.019101,-17421,-702,-667,-751,0,2,10
102124,0,0,157500,675000,29731.5,675000,0.015221,-16598,-168,-4658,-157,1,2,13
102127,0,1,112500,454500,19255.5,454500,0.028663,-21244,365243,-4592,-4615,0,2,12
102128,1,0,90000,202500,10125,202500,0.01452,-9830,-337,-4688,-2446,0,2,11
102129,0,2,270000,180000,9000,180000,0.018209,-14491,-211,-1526,-3165,0,3,8
102130,0,1,157500,1125000,47794.5,1125000,0.019689,-16672,-5081,-6187,-203,0,2,11
102131,0,2,171000,675000,34420.5,675000,0.026392,-9979,-957,-1522,-2450,0,2,10
102132,0,0,157500,640080,31261.5,450000,0.02461,-17211,-414,-482,-722,0,2,9
102133,1,0,90000,540000,25978.5,540000,0.0105,-16996,-3195,-2386,-544,1,3,14
102134,0,1,78750,225000,22383,225000,0.030755,-18100,-3102,-5514,-1641,1,2,9
102135,1,0,360000,1236816,36162,1080000,0.011703,-18228,-5388,-4617,-1775,1,2,10
102136,0,1,225000,284400,22468.5,225000,0.009549,-12913,-3304,-5625,-4119,0,2,15
102142,0,0,225000,1546020,42642,1350000,0.025164,-19696,-271,-9726,-3254,0,2,8
102143,0,0,396000,1125171,48303,1035000,0.025164,-15617,-2692,-156,-4386,1,2,9
102144,0,0,135000,1003500,32368.5,1003500,0.0105,-22344,365243,-6772,-4895,0,3,11
102145,0,0,153000,565380,27328.5,423000,0.003813,-22029,365243,-12871,-4361,0,2,6
102148,1,2,99000,213948,14058,189000,0.020246,-16096,-1887,-2933,-4582,0,3,14
